Entry ID,Structure Author,Crystal Growth Procedure,Structural Genomics Project Center Name,PubMed Central ID,PubMed ID,Release Date,Ligand,PDB ID,Disulfide Bond Count per Deposited Model,Structure Determination Methodology,Data Collection Resolution,DOI,Title,Expression Host,Source Organism,Molecular Weight (Entity),Oligomeric State,Glycosylation Site,SLC_ID
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
6M22,"Chi, X.M., Li, X.R., Chen, Y., Zhang, Y.Y., Su, Q., Zhou, Q.",,,PMC8182806,33199848,2020-11-04,,6M22,2,experimental,,10.1038/s41422-020-00437-x,Cryo-EM structures of the full-length human KCC2 and KCC3 cation-chloride cotransporters.,Homo sapiens,Homo sapiens,123.718,Homo 2-mer,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
7D14,"Zhang, S., Yang, M.",,,PMC7889885,33597714,2021-04-14,,7D14,,experimental,,10.1038/s42003-021-01750-w,The structural basis of function and regulation of neuronal cotransporters NKCC1 and KCC2.,Homo sapiens,Mus musculus,126.402,Homo 2-mer,,SLC12A5
7D8Z,"Xie, Y., Chang, S., Zhao, C., Ye, S., Guo, J.",,,PMC7732191,33310850,2020-12-30,,7D8Z,8,experimental,,10.1126/sciadv.abc5883,Structures and an activation mechanism of human potassium-chloride cotransporters.,Homo sapiens,Homo sapiens,128.486,Homo 2-mer,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC12A5
,,,,,,,,,,,,,,,,,,,SLC28A3
8TZ2,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ2,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ3,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ3,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ4,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ4,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ5,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ5,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ6,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ6,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ7,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ7,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ8,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ8,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZ9,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ9,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZA,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZA,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
8TZD,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZD,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,71.078,Homo 3-mer,,SLC28A3
8TZ1,"Wright, N.J., Lee, S.-Y.",,,7102703,38418906,2024-03-13,,8TZ1,,experimental,,10.1038/s41589-024-01559-8,Antiviral drug recognition and elevator-type transport motions of CNT3.,Spodoptera frugiperda,Bos taurus,79.377,Homo 3-mer,,SLC28A3
6KSW,"Zhou, Y.X., Liao, L.H., Li, J.L., Xiao, Q.J., Sun, L.F., Deng, D.",,,PMC7440666,32776918,2020-08-26,,6KSW,,experimental,,10.1371/journal.pbio.3000790,Cryo-EM structure of the human concentrative nucleoside transporter CNT3.,Spodoptera frugiperda,Homo sapiens,70.37,Homo 3-mer,,SLC28A3
,,,,,,,,,,,,,,,,,,,XPR1
8TYU,"Wang, H., Shears, S.B.","6% PEG 3350, 30% Ethylene Glycol, 0.1 M  Sodium Citrate, 0.1 M MgCl2, pH 6.0.",,,,2024-06-12,,8TYU,,experimental,1.3,,"Co-ordination of cellular phosphate uptake and efflux requires an organelle-based receptor for the inositol pyrophosphate, IP8",Escherichia coli,Homo sapiens,20.989,Monomer,,XPR1
,,,,,,,,,,,,,,,,,Monomer,,XPR1
8X5E,"Jiang, D.H., Yan, R.",,,,,2024-07-03,,8X5E,1,experimental,,,Structure of transport at 3.6 Angstroms resolution.,Homo sapiens,Homo sapiens,54.831,Monomer,,XPR1
5IJH,"Wild, R., Hothorn, M.","1.4M AmSO4, 0.1M Tris, 16% glycerol",,,27080106,2016-04-27,,5IJH,1,experimental,2.43,10.1126/science.aad9858,Control of eukaryotic phosphate homeostasis by inositol polyphosphate sensor domains.,Escherichia coli BL21(DE3),Homo sapiens,25.359,Monomer,,XPR1
,,,,,,,,,,,,,,,,,Monomer,,XPR1
8TYV,"Wang, H., Shears, S.B.","2mM IP8 soaked into crystals grown under 6% PEG 3350, 30% Ethylene Glycol, 0.1 M  Sodium Citrate, 0.1 M MgCl2, pH 6.0 for 3 Days",,,,2024-06-12,,8TYV,,experimental,1.85,,"Co-ordination of cellular phosphate uptake and efflux requires an organelle-based receptor for the inositol pyrophosphate, IP8",Escherichia coli,Homo sapiens,20.989,Monomer,,XPR1
,,,,,,,,,,,,,,,,,Monomer,,XPR1
8X5B,"Jiang, D.H., Yan, R.",,,,,2024-07-03,,8X5B,,experimental,,,STRUCTURE OF TRANSPORT,Homo sapiens,Homo sapiens,54.831,Homo 2-mer,,XPR1
8X5F,"Jiang, D.H., Yan, R.",,,,,2024-07-03,,8X5F,2,experimental,,,structure of transport at 2.9 Angstroms resolution,Homo sapiens,Homo sapiens,81.635,Homo 2-mer,,XPR1
,,,,,,,,,,,,,,,,,,,NPC1L1
7N4X,"Li, X., Long, T.",,,PMC8373123,34407950,2021-09-01,,7N4X,6,experimental,,10.1126/sciadv.abh3997,Structures of dimeric human NPC1L1 provide insight into mechanisms for cholesterol absorption.,Homo sapiens,Homo sapiens,145.875,Monomer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
6V3F,"Huang, C.S., Yu, X., Min, X., Wang, Z.",,,,,2020-07-01,,6V3F,13,experimental,,10.1126/sciadv.abb1989,Cryo-EM structures of NPC1L1 reveal mechanisms of cholesterol transport and ezetimibe inhibition,Homo sapiens,Rattus norvegicus,147.64,Monomer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
6V3H,"Huang, C.S., Yu, X., Min, X., Wang, Z.",,,,,2020-07-01,,6V3H,14,experimental,,10.1126/sciadv.abb1989,Cryo-EM structures of NPC1L1 reveal mechanisms of cholesterol transport and ezetimibe inhibition,Homo sapiens,Rattus norvegicus,147.64,Monomer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
7DFW,"Hu, M., Sun, S.",,,PMC8284890,34272236,2021-08-11,,7DFW,5,experimental,,10.1126/sciadv.abg3188,Structural insights into the mechanism of human NPC1L1-mediated cholesterol uptake.,Homo sapiens,Homo sapiens,141.212,Monomer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
7N4V,"Li, X., Long, T.",,,PMC8373123,34407950,2021-09-01,,7N4V,12,experimental,,10.1126/sciadv.abh3997,Structures of dimeric human NPC1L1 provide insight into mechanisms for cholesterol absorption.,Homo sapiens,Homo sapiens,145.904,Homo 2-mer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
7DFZ,"Hu, M., Sun, S.",,,PMC8284890,34272236,2021-08-11,,7DFZ,6,experimental,,10.1126/sciadv.abg3188,Structural insights into the mechanism of human NPC1L1-mediated cholesterol uptake.,Homo sapiens,Homo sapiens,139.612,Monomer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
7N4U,"Li, X., Long, T.",,,PMC8373123,34407950,2021-09-01,,7N4U,12,experimental,,10.1126/sciadv.abh3997,Structures of dimeric human NPC1L1 provide insight into mechanisms for cholesterol absorption.,Homo sapiens,Homo sapiens,145.904,Homo 2-mer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
7DF8,"Hu, M., Sun, S., Sui, S.",,,PMC8284890,34272236,2021-08-04,,7DF8,5,experimental,,10.1126/sciadv.abg3188,Structural insights into the mechanism of human NPC1L1-mediated cholesterol uptake.,Homo sapiens,Homo sapiens,139.683,Monomer,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,N-Glycosylation,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
,,,,,,,,,,,,,,,,,,,NPC1L1
3QNT,"Kwon, H.J.","pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 294K",,PMC3078110,21525977,2011-05-11,,3QNT,9,experimental,2.83,10.1371/journal.pone.0018722,The Structure of the NPC1L1 N-Terminal Domain in a Closed Conformation.,Trichoplusia ni,Homo sapiens,28.075,Monomer,,NPC1L1
,,,,,,,,,,,,,,,,,,,SLC7A8 
7B00,"Rodriguez, C.F., Escudero-Bravo, P., Garcia-Martin, C., Boskovic, J., Errasti-Murugarren, E., Palacin, M., Llorca, O.",,,PMC8670485,34848541,2021-10-27,,7B00,1,experimental,,10.1073/pnas.2113573118,Structural basis for substrate specificity of heteromeric transporters of neutral amino acids.,Homo sapiens,Homo sapiens,58.004,Hetero 2-mer,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,58.42,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
7CMH,"Yan, R.H., Zhou, J.Y., Li, Y.N., Lei, J.L., Zhou, Q.",,,PMC7653941,33298890,2020-12-23,,7CMH,1,experimental,,10.1038/s41421-020-00207-4,Structural insight into the substrate recognition and transport mechanism of the human LAT2-4F2hc complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,60.56,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
7CMI,"Yan, R.H., Zhou, J.Y., Li, Y.N., Lei, J.L., Zhou, Q.",,,PMC7653941,33298890,2020-12-23,,7CMI,1,experimental,,10.1038/s41421-020-00207-4,Structural insight into the substrate recognition and transport mechanism of the human LAT2-4F2hc complex.,Homo sapiens,Homo sapiens,70.161,Hetero 2-mer,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,60.56,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC7A8 
8A6L,"Jeckelmann, J.M., Fotiadis, D.",,,PMC9618567,36310334,2022-11-09,,8A6L,2,experimental,,10.1038/s41598-022-23270-1,"Structure of the human heterodimeric transporter 4F2hc-LAT2 in complex with Anticalin, an alternative binding protein for applications in single-particle cryo-EM.",Komagataella pastoris,Homo sapiens,60.064,Hetero 3-mer,,SLC7A8 
,,,,,,,,,,,,,,Komagataella pastoris,Homo sapiens,60.121,,,SLC7A8 
,,,,,,,,,,,,,,Escherichia coli,Homo sapiens,21.327,,,SLC7A8 
,,,,,,,,,,,,,,,,,,,SLC12A4
7TTH,"Zhao, Y.X., Cao, E.H.",,,PMC9271165,35759661,2022-06-29,,7TTH,6,experimental,,10.1073/pnas.2109083119,Structure of the human cation-chloride cotransport KCC1 in an outward-open state.,Homo sapiens,Homo sapiens,120.77,Homo 2-mer,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
7TTI,"Zhao, Y.X., Cao, E.H.",,,PMC9271165,35759661,2022-06-29,,7TTI,6,experimental,,10.1073/pnas.2109083119,Structure of the human cation-chloride cotransport KCC1 in an outward-open state.,Homo sapiens,Homo sapiens,120.77,Homo 2-mer,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
7AIR,"Ebenhoch, R., Chi, G., Man, H., Wang, D., McKinley, G., Mukhopadhyay, S.M.M., MacLean, E.M., Chalk, R., Moreau, C., Snee, M., Bohstedt, T., Singh, N.K., Abrusci, P., Liko, I., Tehan, B.G., Almeida, F.G., Arrowsmith, C.H., Tang, H., Robinson, C.V., Bountra, C., Edwards, A.M., Marsden, B.D., Burgess-Brown, N.A., Duerr, K.L., Structural Genomics Consortium (SGC)",,,PMC8280820,34031912,2021-06-02,,7AIR,6,experimental,,10.15252/embj.2020107294,"Phospho-regulation, nucleotide binding and ion access control in potassium-chloride cotransporters.",Homo sapiens,Homo sapiens,119.61,Homo 2-mer,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,Homo sapiens,Homo sapiens,119.69,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
6KKR,"Liu, S., Chang, S., Ye, S., Bai, X., Guo, J.",,,,31649201,2019-10-23,,6KKR,6,experimental,,10.1126/science.aay3129,Cryo-EM structures of the human cation-chloride cotransporter KCC1.,Homo sapiens,Homo sapiens,122.055,Homo 2-mer,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
6KKT,"Liu, S., Chang, S., Ye, S., Bai, X., Guo, J.",,,,31649201,2019-10-23,,6KKT,6,experimental,,10.1126/science.aay3129,Cryo-EM structures of the human cation-chloride cotransporter KCC1.,Homo sapiens,Homo sapiens,122.055,Homo 2-mer,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,N-Glycosylation,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,,,,SLC12A4
